essay_id,nb_of_tokens,mean_char_p_words,diff_words,optimal_sentences,nb_of_spell_errors,spell_errors_p_token,flesch_score,cos_dist,style_errors,grammar_errors,grammar_errors_p_token,discourse_markers,discourse_markers_p_sentence
726.0,338.0,4.381656804733728,155.0,11.0,9.0,0.026627218934911243,81.33,0.6252272942435484,1.0,44.0,0.1301775147928994,24.0,1.0434782608695652
727.0,153.0,4.405228758169935,93.0,1.0,1.0,0.006535947712418301,68.7,0.7311706349820712,0.0,13.0,0.08496732026143791,8.0,1.0
728.0,330.0,4.448484848484848,135.0,1.0,6.0,0.01818181818181818,71.04,0.5372212237294185,0.0,46.0,0.1393939393939394,13.0,0.65
729.0,192.0,4.572916666666667,103.0,3.0,3.0,0.015625,75.61,0.7242682946562242,0.0,28.0,0.14583333333333334,17.0,1.0625
730.0,512.0,4.54296875,238.0,9.0,6.0,0.01171875,69.62,0.6936468796372822,1.0,35.0,0.068359375,30.0,1.0344827586206897
731.0,475.0,4.44,210.0,7.0,7.0,0.014736842105263158,67.89,0.6203201146107837,0.0,68.0,0.1431578947368421,28.0,1.12
732.0,307.0,4.149837133550489,142.0,4.0,4.0,0.013029315960912053,77.98,0.6122393743672148,0.0,33.0,0.10749185667752444,25.0,1.4705882352941178
733.0,114.0,4.614035087719298,80.0,0.0,1.0,0.008771929824561403,64.71,0.7991901255458703,0.0,13.0,0.11403508771929824,12.0,1.3333333333333333
734.0,448.0,4.625,194.0,10.0,9.0,0.020089285714285716,73.98,0.645173412065841,0.0,54.0,0.12053571428571429,41.0,1.2058823529411764
735.0,457.0,4.577680525164114,209.0,7.0,11.0,0.024070021881838075,67.79,0.6142642498514007,0.0,37.0,0.08096280087527352,28.0,1.2173913043478262
736.0,387.0,4.286821705426356,200.0,9.0,4.0,0.0103359173126615,72.16,0.659770330012196,0.0,49.0,0.12661498708010335,32.0,1.28
737.0,386.0,4.417098445595855,186.0,10.0,2.0,0.0051813471502590676,81.73,0.618628069878853,0.0,37.0,0.09585492227979274,13.0,0.48148148148148145
738.0,240.0,4.558333333333334,132.0,4.0,4.0,0.016666666666666666,67.79,0.644186145652703,0.0,22.0,0.09166666666666666,15.0,1.5
739.0,324.0,4.533950617283951,165.0,7.0,4.0,0.012345679012345678,76.22,0.6704591097417333,0.0,50.0,0.15432098765432098,17.0,0.6071428571428571
740.0,455.0,4.408791208791209,159.0,3.0,2.0,0.004395604395604396,63.02,0.6864315422562413,0.0,41.0,0.09010989010989011,32.0,1.6842105263157894
741.0,299.0,4.963210702341137,161.0,7.0,6.0,0.020066889632107024,51.89,0.5731016498474629,0.0,37.0,0.12374581939799331,17.0,1.0625
742.0,548.0,4.098540145985401,213.0,8.0,4.0,0.0072992700729927005,82.65,0.6749408595125492,1.0,62.0,0.11313868613138686,30.0,0.7317073170731707
743.0,437.0,4.519450800915332,223.0,5.0,8.0,0.018306636155606407,72.05,0.5927737421180457,0.0,48.0,0.10983981693363844,24.0,0.8888888888888888
744.0,301.0,4.691029900332226,171.0,9.0,4.0,0.013289036544850499,71.95,0.6924114789152547,1.0,33.0,0.10963455149501661,14.0,0.7
745.0,451.0,4.487804878048781,189.0,1.0,15.0,0.03325942350332594,54.7,0.509261689943904,0.0,60.0,0.13303769401330376,32.0,2.2857142857142856
746.0,334.0,4.236526946107785,161.0,8.0,1.0,0.0029940119760479044,81.73,0.671791764128592,0.0,33.0,0.09880239520958084,27.0,1.173913043478261
747.0,208.0,4.6826923076923075,116.0,4.0,5.0,0.02403846153846154,73.68,0.6138410156645312,0.0,20.0,0.09615384615384616,10.0,0.6666666666666666
748.0,404.0,4.371287128712871,173.0,7.0,3.0,0.007425742574257425,72.66,0.6995684536303941,0.0,39.0,0.09653465346534654,26.0,0.9629629629629629
749.0,445.0,4.341573033707865,202.0,9.0,4.0,0.008988764044943821,84.47,0.7115356274054443,0.0,52.0,0.11685393258426967,37.0,0.9736842105263158
750.0,346.0,4.23121387283237,161.0,2.0,5.0,0.014450867052023121,74.12,0.6917107353656398,0.0,38.0,0.10982658959537572,27.0,1.6875
751.0,334.0,4.245508982035928,130.0,8.0,5.0,0.014970059880239521,77.47,0.7048472675203092,0.0,35.0,0.10479041916167664,20.0,1.1111111111111112
752.0,203.0,4.320197044334975,98.0,4.0,1.0,0.0049261083743842365,69.11,0.6013913503950918,0.0,21.0,0.10344827586206896,16.0,1.4545454545454546
753.0,266.0,4.601503759398496,112.0,1.0,2.0,0.007518796992481203,57.23,0.6165456569552075,0.0,19.0,0.07142857142857142,22.0,2.4444444444444446
754.0,362.0,4.779005524861878,186.0,7.0,8.0,0.022099447513812154,63.59,0.6555575805000734,0.0,33.0,0.09116022099447514,26.0,1.1304347826086956
755.0,496.0,4.625,235.0,9.0,9.0,0.018145161290322582,70.13,0.6044647306360824,0.0,52.0,0.10483870967741936,31.0,1.0689655172413792
756.0,307.0,4.49185667752443,152.0,2.0,3.0,0.009771986970684038,61.7,0.45062671746408023,0.0,22.0,0.07166123778501629,16.0,1.3333333333333333
757.0,369.0,4.7588075880758804,218.0,8.0,4.0,0.01084010840108401,64.3,0.68254199527174,0.0,39.0,0.10569105691056911,26.0,1.0833333333333333
758.0,345.0,4.391304347826087,141.0,6.0,9.0,0.02608695652173913,72.05,0.6431684527925623,0.0,50.0,0.14492753623188406,22.0,1.0
759.0,361.0,5.0055401662049865,174.0,6.0,7.0,0.019390581717451522,56.45,0.6990643457774968,0.0,36.0,0.0997229916897507,25.0,1.0416666666666667
760.0,353.0,4.220963172804533,166.0,6.0,1.0,0.0028328611898017,77.37,0.5997733608416072,0.0,25.0,0.0708215297450425,25.0,1.3157894736842106
761.0,259.0,4.66023166023166,133.0,4.0,11.0,0.04247104247104247,61.56,0.7806314844004554,0.0,51.0,0.1969111969111969,18.0,1.2
762.0,440.0,4.615909090909091,203.0,8.0,10.0,0.022727272727272728,66.44,0.7136507288604896,0.0,50.0,0.11363636363636363,32.0,0.8888888888888888
763.0,218.0,4.848623853211009,128.0,0.0,6.0,0.027522935779816515,70.39,0.6055223006829453,0.0,36.0,0.1651376146788991,12.0,0.5
764.0,559.0,4.350626118067979,234.0,8.0,2.0,0.0035778175313059034,69.01,0.6798374049956608,0.0,56.0,0.1001788908765653,33.0,1.1
765.0,243.0,4.292181069958848,118.0,4.0,10.0,0.0411522633744856,84.27,0.6527145076860501,1.0,48.0,0.19753086419753085,9.0,0.45
766.0,253.0,4.237154150197629,123.0,2.0,7.0,0.02766798418972332,67.72,0.600920277301281,0.0,22.0,0.08695652173913043,19.0,2.111111111111111
767.0,342.0,4.137426900584796,119.0,7.0,3.0,0.008771929824561403,82.54,0.7205012389455328,0.0,47.0,0.13742690058479531,30.0,1.2
768.0,417.0,4.366906474820144,143.0,5.0,5.0,0.011990407673860911,70.67,0.6809037179439341,0.0,44.0,0.10551558752997602,29.0,1.7058823529411764
769.0,523.0,4.839388145315487,239.0,15.0,9.0,0.017208413001912046,62.38,0.5925992704044257,0.0,47.0,0.08986615678776291,26.0,0.8387096774193549
770.0,311.0,4.286173633440514,158.0,5.0,4.0,0.012861736334405145,83.46,0.7321258822030601,0.0,33.0,0.10610932475884244,17.0,0.68
771.0,420.0,4.311904761904762,186.0,6.0,8.0,0.01904761904761905,76.15,0.6159269875506846,0.0,38.0,0.09047619047619047,20.0,0.9090909090909091
772.0,483.0,4.683229813664596,223.0,5.0,10.0,0.020703933747412008,63.9,0.5448110326156854,0.0,50.0,0.10351966873706005,26.0,0.8125
773.0,418.0,4.3875598086124405,194.0,12.0,2.0,0.004784688995215311,81.83,0.6452170031535082,0.0,35.0,0.08373205741626795,24.0,0.8571428571428571
774.0,370.0,4.702702702702703,178.0,7.0,9.0,0.024324324324324326,67.69,0.6511227560441459,2.0,43.0,0.11621621621621622,18.0,0.9473684210526315
775.0,207.0,4.458937198067633,113.0,1.0,5.0,0.024154589371980676,87.72,0.7867146104372186,0.0,31.0,0.1497584541062802,21.0,0.875
776.0,183.0,4.66120218579235,103.0,2.0,4.0,0.02185792349726776,56.63,0.7599382405768693,0.0,20.0,0.1092896174863388,14.0,2.3333333333333335
777.0,507.0,4.629191321499014,243.0,6.0,5.0,0.009861932938856016,76.11,0.6725547465322779,0.0,59.0,0.11637080867850098,37.0,0.8222222222222222
778.0,423.0,4.541371158392435,210.0,8.0,7.0,0.016548463356973995,70.13,0.6173212226477398,0.0,52.0,0.12293144208037825,33.0,1.375
779.0,313.0,4.670926517571885,137.0,5.0,3.0,0.009584664536741214,70.53,0.5347155101166267,0.0,27.0,0.08626198083067092,19.0,1.0555555555555556
780.0,466.0,4.452789699570816,181.0,5.0,5.0,0.01072961373390558,62.61,0.5028306501461236,0.0,37.0,0.07939914163090128,28.0,1.4736842105263157
781.0,511.0,4.35812133072407,206.0,12.0,6.0,0.011741682974559686,70.02,0.6155939569876985,0.0,47.0,0.09197651663405088,29.0,1.0
782.0,478.0,4.552301255230126,243.0,8.0,6.0,0.012552301255230125,75.1,0.7172926104923631,0.0,47.0,0.09832635983263599,39.0,1.1142857142857143
783.0,272.0,4.25,129.0,2.0,0.0,0.0,75.84,0.6691661775658551,0.0,33.0,0.1213235294117647,21.0,1.5
784.0,525.0,4.771428571428571,242.0,7.0,6.0,0.011428571428571429,60.65,0.6613068542572018,0.0,49.0,0.09333333333333334,26.0,0.8666666666666667
785.0,429.0,4.685314685314685,138.0,5.0,6.0,0.013986013986013986,58.92,0.5084089591768611,0.0,45.0,0.1048951048951049,27.0,1.2272727272727273
786.0,275.0,4.72,146.0,3.0,1.0,0.0036363636363636364,76.22,0.7165162469320046,0.0,38.0,0.13818181818181818,10.0,0.4166666666666667
787.0,362.0,4.6740331491712706,165.0,7.0,4.0,0.011049723756906077,62.27,0.6516548713481478,0.0,27.0,0.07458563535911603,20.0,0.9523809523809523
788.0,351.0,4.213675213675214,150.0,5.0,5.0,0.014245014245014245,72.19,0.597583801601886,0.0,34.0,0.09686609686609686,19.0,1.2666666666666666
789.0,221.0,4.380090497737557,136.0,1.0,9.0,0.04072398190045249,55.92,0.6366485666634486,0.0,35.0,0.1583710407239819,15.0,2.5
790.0,390.0,4.4512820512820515,176.0,5.0,2.0,0.005128205128205128,81.02,0.7194645927171779,1.0,37.0,0.09487179487179487,32.0,1.1851851851851851
791.0,297.0,4.407407407407407,128.0,5.0,1.0,0.003367003367003367,72.16,0.641556575429525,1.0,33.0,0.1111111111111111,21.0,1.1666666666666667
792.0,324.0,4.512345679012346,159.0,4.0,10.0,0.030864197530864196,83.25,0.7193400500737315,1.0,40.0,0.12345679012345678,25.0,1.0
793.0,480.0,4.795833333333333,215.0,15.0,5.0,0.010416666666666666,64.1,0.5990988225576149,1.0,47.0,0.09791666666666667,31.0,0.96875
794.0,379.0,4.229551451187335,166.0,7.0,5.0,0.013192612137203167,82.65,0.6284392153410019,0.0,57.0,0.1503957783641161,15.0,0.5172413793103449
795.0,373.0,4.262734584450402,164.0,10.0,4.0,0.010723860589812333,81.63,0.668715335782021,2.0,35.0,0.0938337801608579,28.0,1.0769230769230769
796.0,314.0,4.6050955414012735,165.0,7.0,2.0,0.006369426751592357,67.15,0.7083533293323652,0.0,30.0,0.09554140127388536,18.0,0.6923076923076923
797.0,488.0,4.204918032786885,221.0,5.0,10.0,0.020491803278688523,82.04,0.6546362830127985,0.0,69.0,0.1413934426229508,31.0,0.8611111111111112
798.0,646.0,4.085139318885449,245.0,9.0,3.0,0.0046439628482972135,77.77,0.6119615040868953,0.0,64.0,0.09907120743034056,50.0,1.4705882352941178
799.0,277.0,4.592057761732852,109.0,5.0,2.0,0.007220216606498195,59.23,0.6292662463892449,0.0,23.0,0.08303249097472924,10.0,0.7142857142857143
800.0,406.0,4.509852216748769,188.0,6.0,2.0,0.0049261083743842365,65.96,0.639411547041842,0.0,30.0,0.07389162561576355,33.0,1.736842105263158
801.0,477.0,4.356394129979035,222.0,9.0,9.0,0.018867924528301886,86.1,0.609050623073306,0.0,89.0,0.18658280922431866,22.0,0.4782608695652174
802.0,309.0,4.333333333333333,148.0,6.0,5.0,0.016181229773462782,73.37,0.6485021051273303,0.0,34.0,0.11003236245954692,25.0,1.1363636363636365
803.0,263.0,4.20532319391635,129.0,2.0,4.0,0.015209125475285171,81.73,0.5809059853478902,0.0,24.0,0.09125475285171103,12.0,0.6666666666666666
804.0,195.0,4.2153846153846155,101.0,2.0,0.0,0.0,83.36,0.6554405940960815,1.0,23.0,0.11794871794871795,9.0,0.6
805.0,405.0,4.390123456790123,157.0,11.0,3.0,0.007407407407407408,79.8,0.7422319351243024,0.0,46.0,0.11358024691358025,25.0,0.9259259259259259
806.0,201.0,4.661691542288557,99.0,1.0,4.0,0.01990049751243781,69.89,0.6595665508665486,0.0,27.0,0.13432835820895522,16.0,0.7619047619047619
807.0,433.0,4.3672055427251735,203.0,4.0,5.0,0.011547344110854504,82.24,0.6520116514810843,0.0,58.0,0.13394919168591224,28.0,0.8484848484848485
808.0,202.0,4.534653465346534,127.0,4.0,2.0,0.009900990099009901,75.81,0.6609322175107808,0.0,30.0,0.1485148514851485,10.0,0.5555555555555556
809.0,334.0,4.799401197604791,189.0,3.0,13.0,0.038922155688622756,78.35,0.6441328611758576,0.0,63.0,0.18862275449101795,22.0,0.6111111111111112
810.0,289.0,4.73356401384083,131.0,4.0,2.0,0.006920415224913495,75.4,0.6530602104870281,0.0,31.0,0.10726643598615918,16.0,0.6666666666666666
811.0,321.0,4.644859813084112,160.0,5.0,7.0,0.021806853582554516,70.73,0.6375521708296635,0.0,35.0,0.10903426791277258,23.0,1.2105263157894737
812.0,232.0,4.676724137931035,131.0,2.0,7.0,0.03017241379310345,69.31,0.6643822453295741,0.0,34.0,0.14655172413793102,14.0,1.0769230769230769
813.0,303.0,4.32013201320132,145.0,4.0,7.0,0.0231023102310231,70.67,0.574840031113943,0.0,40.0,0.132013201320132,18.0,1.5
814.0,362.0,4.392265193370166,167.0,9.0,4.0,0.011049723756906077,73.07,0.6301514518658065,0.0,42.0,0.11602209944751381,24.0,0.96
815.0,378.0,4.608465608465608,215.0,7.0,6.0,0.015873015873015872,67.15,0.7452758686065879,0.0,50.0,0.13227513227513227,16.0,0.5
816.0,355.0,5.0366197183098596,175.0,3.0,1.0,0.0028169014084507044,51.99,0.66766802022592,0.0,36.0,0.10140845070422536,22.0,1.2222222222222223
817.0,586.0,4.5290102389078495,254.0,7.0,15.0,0.025597269624573378,74.08,0.5500643218706054,0.0,88.0,0.15017064846416384,35.0,0.7954545454545454
818.0,234.0,4.700854700854701,108.0,4.0,3.0,0.01282051282051282,74.69,0.6449587341125054,0.0,29.0,0.12393162393162394,13.0,0.7647058823529411
819.0,277.0,4.2671480144404335,115.0,3.0,1.0,0.0036101083032490976,78.18,0.6573680333105254,0.0,30.0,0.10830324909747292,18.0,1.125
820.0,164.0,4.469512195121951,90.0,2.0,1.0,0.006097560975609756,71.78,0.7122470392775885,0.0,18.0,0.10975609756097561,5.0,0.7142857142857143
821.0,324.0,4.583333333333333,164.0,8.0,6.0,0.018518518518518517,72.26,0.6134253773143508,0.0,35.0,0.10802469135802469,21.0,1.0
822.0,342.0,4.128654970760234,169.0,1.0,13.0,0.038011695906432746,67.01,0.7601805767869558,0.0,60.0,0.17543859649122806,17.0,1.5454545454545454
823.0,323.0,4.21671826625387,143.0,8.0,6.0,0.018575851393188854,79.9,0.6303980713010486,0.0,35.0,0.10835913312693499,20.0,1.0
824.0,467.0,4.154175588865097,210.0,9.0,5.0,0.010706638115631691,81.83,0.7364481995361969,0.0,69.0,0.14775160599571735,29.0,0.8787878787878788
825.0,226.0,4.106194690265487,89.0,3.0,4.0,0.017699115044247787,91.71,0.8392606896923702,1.0,29.0,0.12831858407079647,12.0,0.7058823529411765
826.0,320.0,5.21875,197.0,10.0,6.0,0.01875,49.01,0.7354721694025084,0.0,35.0,0.109375,16.0,0.6666666666666666
827.0,114.0,4.491228070175438,66.0,2.0,3.0,0.02631578947368421,75.1,0.7138114674368103,0.0,16.0,0.14035087719298245,10.0,1.1111111111111112
828.0,576.0,4.762152777777778,217.0,13.0,9.0,0.015625,66.64,0.6248673781743386,1.0,66.0,0.11458333333333333,57.0,1.2666666666666666
829.0,375.0,4.314666666666667,165.0,7.0,4.0,0.010666666666666666,72.66,0.6678720298274976,0.0,41.0,0.10933333333333334,19.0,0.8260869565217391
830.0,374.0,4.633689839572193,179.0,7.0,6.0,0.016042780748663103,74.59,0.5785855936416532,0.0,41.0,0.10962566844919786,25.0,0.8928571428571429
831.0,335.0,4.158208955223881,161.0,6.0,5.0,0.014925373134328358,83.86,0.7538130892095071,0.0,37.0,0.11044776119402985,26.0,0.9629629629629629
832.0,20.0,4.55,18.0,1.0,0.0,0.0,59.64,0.8086916981154499,0.0,3.0,0.15,2.0,2.0
833.0,510.0,4.458823529411765,187.0,5.0,4.0,0.00784313725490196,72.16,0.6647902816807261,0.0,55.0,0.10784313725490197,37.0,1.121212121212121
834.0,495.0,4.711111111111111,238.0,10.0,5.0,0.010101010101010102,65.62,0.55163255430457,0.0,59.0,0.1191919191919192,27.0,0.75
835.0,517.0,4.147001934235977,203.0,10.0,3.0,0.005802707930367505,76.96,0.7706654369914221,0.0,46.0,0.08897485493230174,38.0,1.4074074074074074
836.0,306.0,4.147058823529412,151.0,5.0,7.0,0.02287581699346405,92.32,0.7040064401624422,0.0,70.0,0.22875816993464052,18.0,0.6923076923076923
837.0,432.0,3.9560185185185186,191.0,1.0,6.0,0.013888888888888888,79.33,0.736650308975874,0.0,39.0,0.09027777777777778,43.0,3.3076923076923075
838.0,94.0,4.308510638297872,66.0,1.0,3.0,0.031914893617021274,82.65,0.798833379125909,0.0,26.0,0.2765957446808511,5.0,0.7142857142857143
839.0,473.0,4.843551797040169,236.0,7.0,10.0,0.021141649048625793,64.61,0.6828413043628627,0.0,51.0,0.10782241014799154,34.0,1.0625
840.0,339.0,4.646017699115045,139.0,6.0,1.0,0.0029498525073746312,63.19,0.6085431305504365,0.0,26.0,0.07669616519174041,31.0,1.4761904761904763
841.0,179.0,4.173184357541899,84.0,5.0,2.0,0.0111731843575419,80.11,0.6520684059207146,0.0,17.0,0.09497206703910614,14.0,1.2727272727272727
842.0,378.0,4.447089947089947,182.0,8.0,3.0,0.007936507936507936,71.95,0.6168435342556183,0.0,50.0,0.13227513227513227,17.0,0.6538461538461539
843.0,308.0,4.2435064935064934,141.0,4.0,2.0,0.006493506493506494,74.73,0.5773631733705986,1.0,25.0,0.08116883116883117,29.0,1.9333333333333333
844.0,290.0,4.427586206896552,130.0,3.0,2.0,0.006896551724137931,77.64,0.6418692714353066,0.0,40.0,0.13793103448275862,7.0,0.2413793103448276
845.0,389.0,4.57840616966581,203.0,8.0,8.0,0.02056555269922879,64.41,0.6575077062731421,0.0,38.0,0.09768637532133675,17.0,0.6538461538461539
846.0,306.0,4.209150326797386,130.0,4.0,2.0,0.006535947712418301,77.98,0.6482361841548991,0.0,29.0,0.09477124183006536,25.0,1.4705882352941178
847.0,617.0,4.541329011345219,286.0,7.0,5.0,0.008103727714748784,71.34,0.6419780693730615,0.0,59.0,0.09562398703403566,26.0,0.6842105263157895
848.0,220.0,4.236363636363636,107.0,2.0,2.0,0.00909090909090909,73.88,0.807450928255905,0.0,24.0,0.10909090909090909,10.0,0.625
849.0,195.0,4.8,112.0,1.0,4.0,0.020512820512820513,54.26,0.6418332682610056,0.0,23.0,0.11794871794871795,17.0,2.125
850.0,400.0,4.75,193.0,10.0,9.0,0.0225,65.62,0.5063040739366138,1.0,44.0,0.11,15.0,0.46875
851.0,440.0,4.55,221.0,12.0,8.0,0.01818181818181818,70.33,0.6772996312168569,0.0,32.0,0.07272727272727272,27.0,1.0384615384615385
852.0,458.0,4.777292576419214,189.0,6.0,2.0,0.004366812227074236,66.64,0.6557459609282765,0.0,48.0,0.10480349344978165,35.0,0.9722222222222222
853.0,458.0,4.172489082969432,216.0,7.0,9.0,0.019650655021834062,80.51,0.6333106261464765,0.0,51.0,0.11135371179039301,24.0,0.8275862068965517
854.0,412.0,4.191747572815534,162.0,10.0,4.0,0.009708737864077669,84.78,0.6759688169851774,0.0,63.0,0.1529126213592233,21.0,0.5833333333333334
855.0,255.0,4.866666666666666,137.0,5.0,7.0,0.027450980392156862,62.07,0.6203453202568345,0.0,27.0,0.10588235294117647,21.0,1.4
856.0,416.0,4.216346153846154,194.0,4.0,8.0,0.019230769230769232,74.63,0.7728351085294405,0.0,56.0,0.1346153846153846,35.0,1.75
857.0,185.0,4.34054054054054,107.0,2.0,2.0,0.010810810810810811,56.73,0.5877669415709217,0.0,17.0,0.0918918918918919,13.0,2.1666666666666665
858.0,414.0,4.519323671497585,199.0,12.0,9.0,0.021739130434782608,71.04,0.687886377664163,0.0,37.0,0.0893719806763285,28.0,1.12
859.0,513.0,4.791423001949318,253.0,10.0,6.0,0.011695906432748537,63.8,0.6659352893190269,0.0,40.0,0.07797270955165692,29.0,0.8787878787878788
860.0,291.0,4.570446735395189,120.0,4.0,2.0,0.006872852233676976,76.32,0.7369571223832512,0.0,30.0,0.10309278350515463,12.0,0.5
861.0,261.0,4.78544061302682,156.0,8.0,11.0,0.0421455938697318,65.42,0.7250689442165221,0.0,53.0,0.20306513409961685,19.0,1.0
862.0,389.0,4.233933161953727,169.0,5.0,5.0,0.012853470437017995,72.9,0.6366697455536505,0.0,33.0,0.08483290488431877,28.0,1.6470588235294117
863.0,651.0,4.391705069124424,313.0,6.0,21.0,0.03225806451612903,73.41,0.6419625581291631,0.0,79.0,0.12135176651305683,33.0,1.1379310344827587
864.0,409.0,4.496332518337408,203.0,10.0,5.0,0.012224938875305624,69.72,0.6267030063181234,0.0,48.0,0.11735941320293398,22.0,0.9565217391304348
865.0,331.0,4.009063444108762,126.0,1.0,1.0,0.0030211480362537764,77.57,0.6714653765619105,0.0,29.0,0.08761329305135952,23.0,1.2777777777777777
866.0,222.0,4.648648648648648,126.0,3.0,2.0,0.009009009009009009,66.13,0.7234758437991389,0.0,25.0,0.11261261261261261,22.0,1.2941176470588236
867.0,333.0,4.078078078078078,133.0,4.0,3.0,0.009009009009009009,76.35,0.7432030661127083,0.0,34.0,0.1021021021021021,37.0,2.176470588235294
868.0,461.0,4.761388286334056,203.0,8.0,11.0,0.02386117136659436,60.35,0.6041437965757848,1.0,45.0,0.09761388286334056,30.0,1.1538461538461537
869.0,128.0,4.015625,63.0,1.0,2.0,0.015625,60.01,0.8865101439384304,0.0,27.0,0.2109375,9.0,2.25
870.0,400.0,4.3375,172.0,4.0,3.0,0.0075,66.37,0.5167734644837196,0.0,43.0,0.1075,33.0,1.736842105263158
871.0,463.0,4.568034557235421,213.0,6.0,9.0,0.019438444924406047,76.82,0.7087498783102391,0.0,64.0,0.13822894168466524,24.0,0.5333333333333333
872.0,258.0,4.9728682170542635,149.0,6.0,6.0,0.023255813953488372,57.27,0.5842974059348469,0.0,33.0,0.12790697674418605,12.0,0.631578947368421
873.0,314.0,4.439490445859873,158.0,1.0,2.0,0.006369426751592357,67.08,0.6889674193769696,0.0,32.0,0.10191082802547771,19.0,1.1875
874.0,510.0,4.954901960784314,252.0,10.0,7.0,0.013725490196078431,66.13,0.6123475507167393,0.0,49.0,0.09607843137254903,25.0,0.6410256410256411
875.0,620.0,4.708064516129032,283.0,15.0,4.0,0.0064516129032258064,69.82,0.5370338830941433,0.0,60.0,0.0967741935483871,36.0,1.0588235294117647
876.0,294.0,4.26530612244898,131.0,8.0,5.0,0.017006802721088437,77.84,0.7542244800889507,0.0,37.0,0.12585034013605442,34.0,1.1724137931034482
877.0,484.0,4.588842975206612,226.0,8.0,11.0,0.022727272727272728,67.59,0.5760087254990878,0.0,66.0,0.13636363636363635,30.0,1.25
878.0,355.0,4.802816901408451,184.0,5.0,13.0,0.036619718309859155,72.97,0.6152656670660747,0.0,65.0,0.18309859154929578,15.0,0.625
879.0,380.0,4.760526315789473,164.0,4.0,3.0,0.007894736842105263,60.24,0.6275423587382405,3.0,24.0,0.06315789473684211,24.0,1.1428571428571428
880.0,383.0,4.595300261096606,177.0,7.0,13.0,0.033942558746736295,72.26,0.4668511628335633,0.0,51.0,0.13315926892950392,13.0,0.52
881.0,267.0,5.1610486891385765,124.0,4.0,3.0,0.011235955056179775,49.31,0.6540397861817482,0.0,29.0,0.10861423220973783,13.0,0.65
882.0,372.0,4.31989247311828,161.0,5.0,3.0,0.008064516129032258,71.95,0.4931266401125549,1.0,37.0,0.09946236559139784,26.0,1.0833333333333333
883.0,421.0,4.463182897862233,218.0,8.0,8.0,0.019002375296912115,70.33,0.6383530369496082,0.0,35.0,0.0831353919239905,18.0,0.75
884.0,310.0,4.170967741935484,149.0,4.0,4.0,0.012903225806451613,75.54,0.6175078189803604,0.0,24.0,0.07741935483870968,30.0,2.0
885.0,392.0,4.38265306122449,117.0,2.0,4.0,0.01020408163265306,62.21,0.6732491197385942,0.0,36.0,0.09183673469387756,24.0,1.5
886.0,468.0,4.754273504273504,211.0,5.0,6.0,0.01282051282051282,60.65,0.4673662645026643,1.0,37.0,0.07905982905982906,15.0,0.6
887.0,337.0,4.756676557863502,154.0,5.0,5.0,0.01483679525222552,69.99,0.6096611236940555,0.0,49.0,0.14540059347181009,20.0,0.5714285714285714
888.0,480.0,4.53125,212.0,7.0,7.0,0.014583333333333334,70.84,0.7017359812319361,0.0,40.0,0.08333333333333333,29.0,1.0
889.0,299.0,4.565217391304348,148.0,3.0,3.0,0.010033444816053512,82.34,0.6936140671610824,0.0,34.0,0.11371237458193979,19.0,0.8636363636363636
890.0,342.0,4.43859649122807,143.0,8.0,7.0,0.02046783625730994,72.76,0.5545853210574165,0.0,46.0,0.13450292397660818,13.0,0.5652173913043478
891.0,463.0,4.75377969762419,236.0,12.0,6.0,0.012958963282937365,67.25,0.5925713385695413,1.0,52.0,0.11231101511879049,24.0,0.631578947368421
892.0,461.0,4.707158351409978,231.0,10.0,9.0,0.019522776572668113,66.03,0.6223796075976912,0.0,42.0,0.0911062906724512,23.0,0.6764705882352942
893.0,131.0,4.587786259541985,49.0,1.0,0.0,0.0,79.16,0.7514174547948741,0.0,24.0,0.183206106870229,10.0,0.6666666666666666
894.0,292.0,4.640410958904109,148.0,4.0,2.0,0.00684931506849315,73.88,0.5028515670885199,0.0,32.0,0.1095890410958904,14.0,0.6666666666666666
895.0,507.0,4.745562130177515,242.0,6.0,5.0,0.009861932938856016,69.92,0.5515924495216196,1.0,47.0,0.09270216962524655,22.0,0.7586206896551724
896.0,235.0,4.651063829787234,115.0,4.0,2.0,0.00851063829787234,68.1,0.5751555725395476,0.0,22.0,0.09361702127659574,9.0,0.75
897.0,509.0,4.528487229862476,245.0,10.0,8.0,0.015717092337917484,72.97,0.622528833669691,0.0,58.0,0.11394891944990176,31.0,0.8378378378378378
898.0,348.0,4.456896551724138,145.0,2.0,5.0,0.014367816091954023,62.31,0.6272178973114144,0.0,42.0,0.1206896551724138,24.0,1.7142857142857142
899.0,340.0,4.3617647058823525,146.0,5.0,1.0,0.0029411764705882353,75.1,0.5853640359990031,0.0,35.0,0.10294117647058823,15.0,0.5357142857142857
900.0,340.0,4.7441176470588236,179.0,4.0,6.0,0.01764705882352941,63.49,0.6175388374047595,0.0,40.0,0.11764705882352941,21.0,0.9545454545454546
901.0,324.0,4.583333333333333,147.0,1.0,10.0,0.030864197530864196,54.12,0.6889791092181521,0.0,55.0,0.1697530864197531,32.0,4.0
902.0,466.0,4.184549356223176,181.0,6.0,6.0,0.012875536480686695,79.7,0.6462876715249593,0.0,44.0,0.0944206008583691,30.0,1.0344827586206897
903.0,303.0,4.412541254125412,123.0,6.0,0.0,0.0,80.31,0.6997064223511267,0.0,35.0,0.11551155115511551,20.0,1.0
